category,description,label
Books,"Sapiens: A Brief History of Humankind Review ""I would recommend Sapiens to anyone who’s interested in the history and future of our species"" (Bill Gates)""Interesting and provocative… It gives you a sense of how briefly we’ve been on this Earth"" (Barack Obama)""Jaw dropping from the first word to the last… It may be the best book I’ve ever read"" (Chris Evans)""Tackles the biggest questions of history and the modern world… Written in unforgettably vivid language"" (Jared Diamond)""Startling... It changes the way you look at the world"" (Simon Mayo)""I would recommend Sapiens to anyone who’s interested in the history and future of our species""""Interesting and provocative… It gives you a sense of how briefly we’ve been on this Earth""""Jaw dropping from the first word to the last… It may be the best book I’ve ever read""""Tackles the biggest questions of history and the modern world… Written in unforgettably vivid language""""Startling... It changes the way you look at the world"" 				    	 					 Book Description What makes us brilliant? What makes us deadly? What makes us Sapiens? This bestselling history of our species challenges everything we know about being human.               See all Product description",0
Clothing & Accessories,"Titan Half Rim Rectangular Unisex Spectacle Frame - (TW1123MHM1|53) A stylish half rim rectangular frame, at an affordable price.",1
Clothing & Accessories,"Sheomy UV Protect Fashion Wayfarer Goggle and Sunglasses for Men Women Boys and Girls with Hard Black Boxes Combo Set of 3 Sunglasses new style combo set of UV protect sports sunglasses, avaitors sunglasses & wayfarers unisex sunglasses & goggles for t aviator aviators ban below belt black blue bluetooth box boys branded brown by camera car case cat cateye chase children choo circle cleaner clip color colored colour colours combo coolers cooling cover creature creed cricket dark day deal detachable dhawan diamond disney display driving eye eyes eyewear fancy farenheit fashion flat floyd for ford frame funky girls glassic gogal gogals goggles golden green grey half hard headphones headset heart helmet holder home honey hut images in jambo jeans jents jet jimmy joe jordan kart kartz keeper keychain kids killer kit kohli ladies large martin matte men's mercury midnight mirror mirrored mm multicolor multicoloured navy neck new night nike nose.",1
Books,"Hindi: An Essential Grammar (Routledge Essential Grammars) Review The most appealing aspect of Agnihotri's grammar is its clear conception of its own objectives and functions. For speakers of Hindi, it is an exposition of the systemacity and rule-governed nature of their language; for learners of Hindi, it is an instrument to further the learning of the language. In its jargon-free description of the patterns of Hindi grammar, the volume doubles up as an introduction to modern grammatical analysis for anyone trying their hand at grammar construction.  -Reveiwed b Ayesha Kidwai, Jawaharlal Nehru University   Agnihotri's Hindi: An Essential Grammar will, from now on, count as essential reading for anyone interested in the language, irrespective of age or specialisation.  -Reveiwed by Ayesha Kidwai, Jawaharlal Nehru University   About the Author Rama Agnihotri is at the Department of Linguistics at the University of Delhi-he specialises in applied linguistics, language teaching and ELT.",0
Books,CRIME AND PUNISHMENT,0
Books,"JAIIB 2019: Legal And Regulatory Aspects Of Banking Question Bank (1000 Series) @1000 specially designed questions, numericals and case studies @Strictly based on JAIIB Exam Pattern @Contains many memory based questions @Book can be easily finished in two weeks @Many case studies- since emphasis of JAIIB is shifting to case studies and numericals @Cant finish the theory and feel bored while reading theory? then this book contains many theory based questions @Book is updated from time to time",0
Books,"My First 4-in-1 Alphabet Numbers Colours Shapes: Padded Board Books About the Author Wonder House has a dedicated team of editors and designers involved in the development of magnificent and enriching children books. The team pays special attention to develop age appropriate content and does extensive research on every topic included in the book. Our mission is to develop highly informative content which will help the children to master different skills. At Wonder House, we strive to make learning a joy.",0
Clothing & Accessories,"Amante Racerback Sports Bra Enjoy complete support with the added boon of antibacterial freshness in this sports bra from amanté. This medium impact sports bra features a cotton-rich construction with N9 silver finish which is anti-bacterial and helps to avoid odor. The non-padded cups offer a smooth appearance, while the racer-back styling is in sync with the modern trends.",1
Household,Shoptail Electronic Piggy Bank ATM Password Lock Money Safe for Coins and Notes Collecting - Doraemon Character Coin Bank (Blue) Electronic password protected Doraemon character money safe piggy bank for kids. This unique piggy bank can collect coins and also has a separate motorized Note accepting slot which automatically pulls the note in when inserted. This is battery operated toy and requires 3 x AA batteries (not included),3
Electronics,"Vistaratrade Rubber Mouse Pad With 3mm Thickness 1030 Skid Resistant Surface - Black Size name:1 pcs   VistaraTrade Rubber Mouse Pad With 3mm Thickness 1030 Skid Resistant Surface - Black Brand: VistaraTrade  Color: Black  About This Product:  You can comfortably rest your wrist on this cushion and continue to work for long hours. The cushion allows you to comfortably rest on it. Great tracking and just enough friction to control your mouse and wrist with best of the class bottom grip makes them a perfect pick to gift your loved ones too. Hurry and order soon!!.  Features:   - Take your gaming experience to the next level with the Gaming Mouse pad - Provides your mouse with a smooth surface ensuring greater accuracy, control, and faster response - With a superbly smooth surface and anti-slip base, this mat will help you and your gaming mouse glide your way to victory - The base is made from environmentally-friendly naturally processed foam rubber to prevent the mat from slipping. - Uses super fine and high density materials.- Reinforced edges to prevent deformation or damage - Allows you to rest your wrist on it in a comfortable position  Backed by VistaraTrade One-year Warranty and Lifetime Friendly Support.",2
Electronics,"Sapphire Radeon R5 230 Graphic Card 1GB DDR3 The new SAPPHIRE R5 230 1GB is a low profile PCI-Express graphics cards that require no additional power connector, making it ideal for entry level systems or for upgrading existing PC systems and providing additional monitor support. It has 160 Stream processors and core clocks of 625MHz, and offer 1GB DDR3 memory to deliver excellent performance and great value. Outputs are Dual-link DVI, VGA and HDMI, supporting a choice of monitor types and the cards ship with optional backplates for use in standard or low-profile chassis.",2
Electronics,Bluewud Aero TV Entertainment Unit/Wall Set Top Box Stand Shelf (Standard Wenge) Size:Standard   Bluewud Aero TV Entertainment Unit/Wall Set Top Box Stand Shelf (Standard Wenge),2
Books,"Wallstick 'Family Tree' Wall Sticker (Vinyl, 49 cm x 4 cm x 4 cm)",0
Household,"Orpat HHB-100E WOB 250-Watt Hand Blender (White) Simplify Your Blending and Mixing Tasks This blender by Orpat is powered by a heavy duty 250W motor that will blend and mix anything in seconds. The grip of this blender is super comfortable, making the Orpat HHB-100E WOB hand blender easily to operate. For easy and quick beating, churning and whipping, Orpat brings to you this elegant blender. Designed with both comfort and style in mind, this blender is also easy to clean and maintain. Powerful, Compact and Stylish With a 6 speed function, use this blender to crush and churn vegetables and fruits in a jiffy as it is equipped with a 230-watt motor and super sharp stainless steel blades. The ergonomic handle and trendy design makes it easy to control this tool. This blender can also be mounted on a wall and because of its compact size, it takes very little space in your kitchen. It is also extremely light and handy. Performs Tasks Relentlessly As this blender comes with a heavy duty motor, it is quick to blend and mix. This blender by Orpat will also help save your electricity bill as it is extremely energy efficient. Enjoy hazard-free and healthy cooking with the Orpat HHB-100E WOB 250-Watt hand blender.",3
